"ID","GP","Tps_T_SVT-TC","Tps_T_SVT-TR","Tps_T_SVT-TI","Tps_T_SES-TC","Tps_T_SES-TR","Tps_T_SES-TI","Tps_RI_SES-TC","Tps_RI_SES-TR","Tps_RI_SES-TI","Tps_RI_SVT-TC","Tps_RI_SVT-TR","Tps_RI_SVT-TI","Tps_Xplo_SVT-TC","Tps_Xplo_SVT-TR","Tps_Xplo_SVT-TI","Tps_Xplo_SES-TC","Tps_Xplo_SES-TR","Tps_Xplo_SES-TI","Tps_XplR_SES-TC","Tps_XplR_SES-TR","Tps_XplR_SES-TI","Tps_XplR_SVT-TC","Tps_XplR_SVT-TR","Tps_XplR_SVT-TI","Tps_Co_SVT-TC","Tps_Co_SVT-TR","Tps_Co_SVT-TI","Tps_Co_SES-TC","Tps_Co_SES-TR","Tps_Co_SES-TI","FOK_SES-TC","FOK_SES-TR","FOK_SES-TI","FOK_SVT-TC","FOK_SVT-TR","FOK_SVT-TI","FOF_G_SVT-TC","FOF_G_SVT-TR","FOF_G_SVT-TI","FOF_G_SES-TC","FOF_G_SES-TR","FOF_G_SES-TI","FOF_R_SES-TC","FOF_R_SES-TR","FOF_R_SES-TI","FOF_R_SVT-TC","FOF_R_SVT-TR","FOF_R_SVT-TI","FOF_D_SVT-TC","FOF_D_SVT-TR","FOF_D_SVT-TI","FOF_D_SES-TC","FOF_D_SES-TR","FOF_D_SES-TI","NB_R_SES-TC","NB_R_SES-TR","NB_R_SES-TI","NB_R_SVT-TC","NB_R_SVT-TR","NB_R_SVT-TI","NB_D_SVT-TC","NB_D_SVT-TR","NB_D_SVT-TI","NB_D_SES-TC","NB_D_SES-TR","NB_D_SES-TI","Rel_SES-TC","Rel_SES-TR","Rel_SES-TI","Rel_SVT-TC","Rel_SVT-TR","Rel_SVT-TI","SW2a_SVT-TC","SW2a_SVT-TR","SW2a_SVT-TI","SW2a_SES-TC","SW2a_SES-TR","SW2a_SES-TI","SW2b_SES-TC","SW2b_SES-TR","SW2b_SES-TI","SW2b_SVT-TC","SW2b_SVT-TR","SW2b_SVT-TI","ZTps_T_SVT.TC","ZTps_T_SVT.TR","ZTps_T_SVT.TI","ZTps_T_SES.TC","ZTps_T_SES.TR","ZTps_T_SES.TI","ZTps_RI_SES.TC","ZTps_RI_SES.TR","ZTps_RI_SES.TI","ZTps_RI_SVT.TC","ZTps_RI_SVT.TR","ZTps_RI_SVT.TI","ZTps_Xplo_SVT.TC","ZTps_Xplo_SVT.TR","ZTps_Xplo_SVT.TI","ZTps_Xplo_SES.TC","ZTps_Xplo_SES.TR","ZTps_Xplo_SES.TI","ZTps_XplR_SES.TC","ZTps_XplR_SES.TR","ZTps_XplR_SES.TI","ZTps_XplR_SVT.TC","ZTps_XplR_SVT.TR","ZTps_XplR_SVT.TI","ZTps_Co_SVT.TC","ZTps_Co_SVT.TR","ZTps_Co_SVT.TI","ZTps_Co_SES.TC","ZTps_Co_SES.TR","ZTps_Co_SES.TI","ZFOK_SES.TC","ZFOK_SES.TR","ZFOK_SES.TI","ZFOK_SVT.TC","ZFOK_SVT.TR","ZFOK_SVT.TI","ZFOF_G_SVT.TC","ZFOF_G_SVT.TR","ZFOF_G_SVT.TI","FZOF_G_SES.TC","ZFOF_G_SES.TR","ZFOF_G_SES.TI","ZFOF_R_SES.TC","ZFOF_R_SES.TR","ZFOF_R_SES.TI","ZFOF_R_SVT.TC","ZFOF_R_SVT.TR","ZFOF_R_SVT.TI","ZFOF_D_SVT.TC","ZFOF_D_SVT.TR","ZFOF_D_SVT.TI","ZFOF_D_SES.TC","ZFOF_D_SES.TR","ZFOF_D_SES.TI","ZNB_R_SES.TC","ZNB_R_SES.TR","ZNB_R_SES.TI","ZNB_R_SVT.TC","ZNB_R_SVT.TR","ZNB_R_SVT.TI","ZNB_D_SVT.TC","ZNB_D_SVT.TR","ZNB_D_SVT.TI","ZNB_D_SES.TC","ZNB_D_SES.TR","ZNB_D_SES.TI","ZRel_SES.TC","ZRel_SES.TR","ZRel_SES.TI","ZRel_SVT.TC","ZRel_SVT.TR","ZRel_SVT.TI","ZSW2a_SVT.TC","ZSW2a_SVT.TR","ZSW2a_SVT.TI","ZSW2a_SES.TC","ZSW2a_SES.TR","ZSW2a_SES.TI","ZSW2b_SES.TC","ZSW2b_SES.TR","ZSW2b_SES.TI","ZSW2b_SVT.TC","ZSW2b_SVT.TR","ZSW2b_SVT.TI","LgTps_T_SVT.TC","LgTps_T_SVT.TR","LgTps_T_SVT.TI","LgTps_T_SES.TC","LgTps_T_SES.TR","LgTps_T_SES.TI","LgTps_RI_SES.TC","LgTps_RI_SES.TR","LgTps_RI_SES.TI","LgTps_RI_SVT.TC","LgTps_RI_SVT.TR","LgTps_RI_SVT.TI","LgTps_Xplo_SVT.TC","LgTps_Xplo_SVT.TR","LgTps_Xplo_SVT.TI","LgTps_Xplo_SES.TC","LgTps_Xplo_SES.TR","LgTps_Xplo_SES.TI","LgTps_XplR_SES.TC","LgTps_XplR_SES.TR","LgTps_XplR_SES.TI","LgTps_XplR_SVT.TC","LgTps_XplR_SVT.TR","LgTps_XplR_SVT.TI","LgTps_Co_SVT.TC","LgTps_Co_SVT.TR","LgTps_Co_SVT.TI","LgTps_Co_SES.TC","LgTps_Co_SES.TR","LgTps_Co_SES.TI"
"lagifs","s",465051,394112,420852,497839,405403,818428,237002,304005,212020,243839,89805,238894,187957,84882,193401,211175.0,215478,189458,25827.0,88527,22562,55882,4923,45493,33355,4923,36185,50671.0,62635,52588,2,7,7,1,1,3,1,1,1,1,2,3,2,5,2,1,1,2,1,1,2,5,5,2,1,2,1,1,1,4,3,1,3,2,2,1,0,3,1,2,1,2,3,0,1,1,0,0,0,1,0,0,0,3,1.046721848,0.11263807,0.14354631,0.4898757529,-0.13046831,2.13070407,0.7686032,1.101261822,0.51283567,1.93510615,-0.65325206,0.33398144,1.69270209,-0.39557819,0.34651194,0.841950351,0.8134621,0.587820485,0.197361067,1.3337284035,-0.103092708,2.11070074,-0.94243483,0.18481124,0.084500834,-1.5204483155,-0.255710611,0.04337618,0.056326637,0.093237702,-0.4149043,1.6568341,1.54677975,-0.6289416,-1.02534952,-0.1650354,-0.73679027,-1.11666914,-1.2883158,-0.93666724,-0.92703562,-0.6160506,-0.04780094,1.15830502,-0.9597347,-0.5079696,-0.8855487,-0.54955516,-0.8291744,-1.3507645,-1.0278186,0.94895435,0.1551469,-1.3603182,-0.3947468,0.3164554,-0.5353731,-0.2585692,-0.6458675,1.3549447,1.6707417,-0.9311584,0.05718722,0.1079727,-0.3065491,-0.8844506,-0.54649709,0.6077984,-0.2038691,1.8000952,-0.07507412,0.53497826,2.4834376,-0.9385078,-0.2949557,0.06399664,-0.7656813,-0.8657167,-0.3947468,0.3164554,-0.5353731,-0.2585692,-0.6458675,1.35918128,5.667501,5.59562,5.624129,5.697089,5.607887,5.91298,5.374752,5.482881,5.326377,5.387103,4.953301,5.378205,5.274059,4.928816,5.286459,5.324643,5.333403,5.277513,4.412074,4.947076,4.353378,4.747272,3.69223,4.657945,4.523161,3.69223,4.558529,4.704759,4.796817,4.720887
"leyafs","s",334597,131598,322598,267716,307299,170001,85476,113799,87401,136599,78996,159597,124697,65997,141592,76200.0,106300,58199,9276.0,7499,29202,11902,12999,18005,46498,15099,65999,94538.0,100501,39000,5,6,4,1,1,3,1,1,3,6,5,3,5,5,4,1,1,3,1,1,4,5,8,4,1,1,1,1,2,2,1,1,3,1,1,2,1,2,1,0,1,4,1,0,1,0,0,1,0,0,0,0,1,1,0.335535385,-0.94802895,-0.32358142,-0.3382861113,-0.32996006,-0.958709166,-0.26010843,-0.425461001,-0.60556743,0.63072877,-0.74632257,-0.22290185,0.80849429,-0.59604489,-0.08817985,-0.216149126,-0.16615892,-0.698125254,-0.364804333,-0.9883243017,0.136519705,-0.26003146,-0.74576052,-0.48266227,0.732610487,-1.117189414,0.842615995,1.27324854,1.133593683,-0.408571888,1.1936478,1.1432767,-0.07059991,-0.6289416,-1.02534952,-0.1650354,-0.73679027,-1.11666914,-0.3133741,1.58512917,0.54222838,-0.6160506,2.36136664,1.15830502,0.0607427,-0.5079696,-0.8855487,0.08280968,-0.8291744,-1.3507645,-0.1142021,0.94895435,1.5033201,-0.3535629,-0.3947468,-0.6708854,-0.5353731,-0.2585692,0.2187616,-0.0343024,-0.6598728,-0.9311584,0.05718722,-0.7067303,-0.9043198,-0.209052,-0.01285876,0.103455,-0.2038691,-0.6492146,-0.07507412,1.75563288,0.4013636,-0.9385078,-0.2949557,-0.69482068,-0.7656813,-0.1385147,-0.3947468,-0.6708854,-0.5353731,-0.2585692,0.2187616,-0.04328603,5.524522,5.119249,5.508662,5.427674,5.487561,5.230451,4.931844,5.056138,4.941516,5.135448,4.897605,5.203025,5.095856,4.819524,5.151039,4.881955,5.026533,4.764916,3.967361,3.875003,4.465413,4.07562,4.11391,4.255393,4.667434,4.178948,4.819537,4.975606,5.00217,4.591065
"lobrfs","s",195599,275701,519601,1017080,120199,287299,385456,18774,108001,42999,104100,247185,16500,81001,219266,343756.0,15000,102001,41700.0,3774,6000,26499,23099,27919,35400,73501,88900,148376.0,63926,96000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,6,5,3,1,1,2,1,3,1,1,5,4,1,1,3,0,0,2,0,1,0,0,2,2,0,0,2,0,0,1,0,2,-0.422229774,-0.3657922,0.6130274,2.3585094596,-0.71042268,-0.399845957,1.77645899,-1.188196331,-0.4206911,-0.50774309,-0.53016548,0.39220709,-0.70381414,-0.4367755,0.56352643,1.881282721,-0.98536608,-0.268996621,0.736497759,-1.095073158,-0.700752463,0.5268166,-0.49979588,-0.24192695,0.185344191,1.1971901421,1.686272586,2.78267175,0.093054883,1.696458038,-0.9510883,-1.4245105,-1.68797956,-0.6289416,-1.02534952,-1.2314179,-0.73679027,-1.11666914,-1.2883158,-0.93666724,-1.41679029,-1.6112094,-0.8508568,-1.2148077,-1.4699734,-0.5079696,-0.8855487,-1.18191999,-0.1720928,-1.3507645,-0.1142021,-0.01143318,0.604538,0.1498148,2.7256325,-0.6708854,-0.5353731,1.692453,-0.6458675,0.6603211,-0.6598728,-0.9311584,1.08655725,1.7373787,-0.9043198,-0.8844506,1.05441792,-0.9052316,-0.8381284,1.8000952,-0.64154245,-0.07534905,-0.6396733,-0.9385078,0.3023295,0.82281396,-0.7656813,-0.8657167,2.7256325,-0.6708854,-0.5353731,1.692453,-0.6458675,0.65794763,5.291367,5.440438,5.71567,6.007355,5.079901,5.458334,5.585975,4.273557,5.033428,4.633458,5.017451,5.393022,4.217484,4.90849,5.340971,5.53625,4.176091,5.008604,4.620136,3.576802,3.778151,4.423229,4.363593,4.4459,4.549003,4.866293,4.948902,5.171364,4.805678,4.982271
"macofs","s",284451,612839,444519,543615,185906,691343,389084,43906,424887,80546,293341,156772,68618,281304,109108,360260.0,37094,338423,28824.0,6812,86464,11928,12037,47664,72003,102599,151292,62230.0,95501,104856,1,7,5,1,1,3,1,2,2,1,7,5,1,3,3,1,1,2,2,2,4,3,6,5,1,1,4,1,1,4,1,1,5,4,2,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0.06215813,0.99638719,0.25606602,0.6546134692,-0.57680933,1.52521096,1.80108952,-0.986469792,2.42322744,-0.05105289,1.09928732,-0.24274113,0.02465792,1.68946652,-0.36072957,2.010661301,-0.78712333,2.047232083,0.299156106,-1.0080119431,2.202888072,-0.25862994,-0.76918805,0.23752825,1.990317001,2.3502981919,3.984749597,0.36744882,0.99134641,2.023513214,-0.9510883,1.6568341,0.46852665,-0.6289416,-1.02534952,-0.1650354,-0.73679027,-0.53765551,-0.8008449,-0.93666724,1.52173772,0.3791081,-0.8508568,-0.02825134,-0.449496,-0.5079696,-0.8855487,-0.54955516,-0.1720928,-0.8531144,-0.1142021,-0.01143318,0.604538,0.1498148,-0.3947468,-0.6708854,2.7552127,-0.2585692,-0.6458675,1.3549447,-0.6598728,-0.9311584,1.08655725,1.7373787,-0.3065491,-0.209052,-0.54649709,-0.9052316,-0.8381284,-0.6492146,-0.64154245,-0.68567636,-0.6396733,-0.9385078,0.8996148,1.58163128,-0.7656813,-0.8657167,-0.3947468,-0.6708854,2.7552127,-0.2585692,-0.6458675,1.35918128,5.454007,5.787346,5.64789,5.735291,5.269293,5.839694,5.590043,4.642524,5.628273,4.906044,5.467373,5.195268,4.836438,5.449176,5.037857,5.556616,4.569304,5.52946,4.459754,3.833275,4.936835,4.076568,4.080518,4.67819,4.857351,5.011143,5.179816,4.794,4.980008,5.020593
"madefes","ses",323699,556799,294551,354599,648500,261774,130213,348505,29899,102501,179194,102549,83000,145095,75874,114588.0,247808,25500,15625.0,100697,4399,19501,34099,26675,59199,39002,66003,30000.0,109501,37525,3,5,5,4,3,6,3,3,7,2,6,6,1,2,4,1,3,5,5,6,6,2,5,5,1,4,1,1,2,2,1,5,2,1,3,1,1,1,1,1,0,0,0,3,0,0,1,0,0,3,0,0,1,1,0.276123561,0.76996201,-0.45692491,-0.0256133787,0.36386265,-0.521459142,0.04361154,1.458449112,-1.12162369,0.21598931,0.1164287,-0.6235359,0.22568031,0.24359053,-0.639572,0.084783067,1.10354937,-1.018477685,-0.14915645,1.6824890964,-0.75852648,0.14959096,-0.23191359,-0.27213421,1.358924168,-0.1699510569,0.842763352,-0.53616405,1.389638774,-0.463044154,0.1212797,0.6297193,0.46852665,1.30390332,0.07887304,1.4345384,0.56616515,0.04135812,1.6365092,-0.43230795,1.03198305,0.8766875,-0.8508568,-0.62152952,0.0607427,-0.5079696,0.3646377,1.34753936,1.7991521,1.1374859,0.7994145,-0.49162695,0.1551469,0.1498148,-0.3947468,2.2911369,-0.5353731,-0.2585692,0.2187616,-0.0343024,-0.6598728,1.171866,-0.45749779,-0.7067303,0.2912216,-0.8844506,-0.01285876,-0.4008883,-0.2038691,0.5754403,-0.64154245,-0.68567636,-0.6396733,0.8590956,-0.8922409,-0.69482068,-0.1546831,-0.8657167,-0.3947468,2.2911369,-0.5353731,-0.2585692,0.2187616,-0.04328603,5.510141,5.745698,5.469161,5.549738,5.81191,5.417927,5.114654,5.542209,4.475657,5.010728,5.253323,5.010931,4.919078,5.161652,4.880093,5.059139,5.394115,4.40654,4.19382,5.003017,3.643354,4.290057,4.532742,4.426104,4.772314,4.591087,4.819564,4.477121,5.039418,4.574321
"magofs","s",228429,243513,244705,361916,207894,395475,170865,69112,187998,57444,83975,71189,33820,53959,32877,161963.0,61341,171205,8902.0,7771,16793,23624,30016,38312,66614,30016,16793,94760.0,69942,62070,2,6,9,2,1,6,1,1,9,2,9,7,1,3,5,1,1,4,1,1,3,1,1,2,1,1,1,1,2,4,1,2,3,1,2,1,1,0,3,2,1,1,0,1,1,0,1,0,0,0,0,0,1,3,-0.243252881,-0.49584526,-0.6939071,0.0007188887,-0.53209735,0.115555724,0.3195984,-0.78414928,0.29724832,-0.33204623,-0.70345107,-0.84376946,-0.46172626,-0.7238298,-1.00032869,0.45616638,-0.56956237,0.408995661,-0.377507485,-0.9805294859,-0.311274034,0.37184036,-0.33134662,0.01043962,1.724573798,-0.5260521269,-0.970098132,1.27947262,0.264206802,0.443411277,-0.4149043,1.1432767,2.62503286,0.01534004,-1.02534952,1.4345384,-0.73679027,-1.11666914,2.6114509,-0.43230795,2.50124705,1.3742668,-0.8508568,-0.02825134,0.5709814,-0.5079696,-0.8855487,0.71517452,-0.8291744,-1.3507645,-0.5710103,-0.97182072,-1.6424173,-1.3603182,-0.3947468,-0.6708854,-0.5353731,-0.2585692,0.2187616,1.3549447,-0.6598728,-0.4054023,0.05718722,-0.7067303,-0.3065491,-0.8844506,-0.01285876,-0.9052316,1.0646496,1.8000952,-0.07507412,-0.07534905,-0.6396733,-0.3393067,-0.2949557,-0.69482068,-0.1546831,-0.8657167,-0.3947468,-0.6708854,-0.5353731,-0.2585692,0.2187616,1.35918128,5.358751,5.386522,5.388643,5.558608,5.317842,5.597119,5.232653,4.839553,5.274153,4.759245,4.92415,4.852413,4.529174,4.732064,4.516892,5.209416,4.787751,5.233516,3.949488,3.890477,4.225128,4.373353,4.477353,4.583335,4.823566,4.477353,4.225128,4.976625,4.844738,4.792882
"masahes","ses",220501,274903,611605,608700,,174300,174417,,15002,83124,114383,466903,68025,111382,439974,165342.0,,7501,9075.0,,7501,15099,3001,26929,18002,55500,28501,72700.0,,27700,5,3,2,2,2,4,3,2,4,5,5,2,3,4,3,3,2,4,5,4,8,6,8,5,1,,1,1,1,3,1,1,3,3,,1,6,,1,0,2,10,0,2,0,2,,0,0,,0,0,0,2,-0.286473375,-0.36901645,1.05044083,0.8888400129,,-0.938226694,0.34371297,,-1.255318,-0.01969626,-0.44162408,1.93523248,0.01636934,-0.11427729,2.41532742,0.482655123,,-1.194814068,-0.371631428,,-0.646587067,-0.08769788,-0.98924117,-0.26596649,-0.672588683,0.4838387776,-0.538783719,0.66098984,,-0.825884839,1.1936478,-0.3973956,-1.14885301,0.01534004,-0.47323824,0.3681559,0.56616515,-0.53765551,0.1740967,1.08076989,0.54222838,-1.11363,0.75525492,0.56502684,-0.449496,1.3077516,-0.2604555,0.71517452,1.7991521,0.1421857,1.713031,1.42914812,1.5033201,0.1498148,-0.3947468,,-0.5353731,-0.2585692,-0.6458675,0.6603211,-0.6598728,-0.9311584,0.05718722,0.9226757,,-0.8844506,2.65533293,,-0.2038691,-0.6492146,0.49139422,5.41759674,-0.6396733,0.2598945,-0.8922409,0.82281396,,-0.8657167,-0.3947468,,-0.5353731,-0.2585692,-0.6458675,0.65794763,5.343411,5.439179,5.786471,5.784403,,5.241297,5.241589,,4.176149,4.919726,5.058361,5.669227,4.832669,5.046815,5.643427,5.218383,,3.875119,3.957847,,3.875119,4.178948,3.477266,4.43022,4.255321,4.744293,4.45486,4.861534,,4.44248
"matohs","s",609960,464792,676260,855033,403803,498221,245381,48308,160848,247403,272657,187743,230143,173023,140715,219379.0,43860,148375,26002.0,4448,12473,17260,99634,47028,50467,32398,43374,109117.0,76252,61723,6,6,6,3,2,3,3,3,3,4,5,7,3,3,4,2,2,2,3,4,3,5,5,7,1,1,1,2,3,2,2,6,2,3,1,1,2,1,0,1,0,0,1,3,1,3,0,0,0,0,0,1,2,1,1.836711569,0.39821501,1.35782927,1.7753380878,-0.13372187,0.605086315,0.82548832,-0.951136344,0.0535885,1.97845566,0.92118849,-0.02523943,2.282351,0.54004983,-0.09553813,0.906263358,-0.72641407,0.185329922,0.203305055,-1.0757580629,-0.467166447,0.02879035,1.36405602,0.22208467,0.928330431,-0.4316572072,0.009127048,1.68199108,0.44372286,0.430596445,1.7298318,1.1432767,1.0076532,0.65962168,-0.47323824,-0.1650354,0.56616515,0.04135812,-0.3133741,0.57641061,0.54222838,1.3742668,0.75525492,-0.02825134,0.0607427,0.399891,-0.2604555,-0.54955516,0.4849888,0.1421857,-0.5710103,0.94895435,0.1551469,1.1565701,-0.3947468,-0.6708854,-0.5353731,1.692453,1.0833907,-0.0343024,0.5054345,1.6976221,-0.45749779,0.9226757,-0.9043198,-0.8844506,0.52077958,-0.4008883,-0.8381284,0.5754403,-0.64154245,-0.68567636,0.4013636,0.8590956,-0.2949557,1.58163128,-0.7656813,-0.8657167,-0.3947468,-0.6708854,-0.5353731,1.692453,1.0833907,-0.04328603,5.785301,5.667259,5.830114,5.931983,5.60617,5.697422,5.389841,4.684019,5.206416,5.393405,5.435617,5.273564,5.361998,5.238104,5.14834,5.341195,4.642069,5.171361,4.415007,3.648165,4.095971,4.237041,4.998408,4.672357,4.703007,4.510518,4.637229,5.037892,4.882251,4.790447
"mebohes","ses",951400,,1211380,873501,323174,317725,240680,88849,96975,320301,,828771,299300,,690760,218955.0,56490,71375,21725.0,32359,25600,21001,,138011,46498,,116525,57000.0,33199,81550,7,6,4,8,2,7,5,3,8,7,5,3,5,4,4,5,3,7,8,5,9,6,7,6,1,2,2,1,,6,2,,8,2,3,5,1,0,1,1,,2,1,,6,0,2,0,0,1,1,0,,5,3.698114868,,3.90194338,1.8418003419,-0.29767869,-0.254882088,0.79357318,-0.625726683,-0.51964481,2.86512577,,4.47654229,3.24898328,,4.51949113,0.902939526,-0.61308892,-0.56903985,0.058033989,-0.2759010622,0.006537188,0.23044813,,2.43136664,0.732610487,,2.703957985,0.2208185,-0.781111507,1.162814487,2.2660158,1.1432767,-0.07059991,3.88102989,-0.47323824,1.9677297,1.86912057,0.04135812,2.1239801,2.08948845,0.54222838,-0.6160506,2.36136664,0.56502684,0.0607427,3.1234728,0.3646377,2.61226903,3.7703969,0.6398358,2.1698393,1.42914812,1.053929,0.6531924,-0.3947468,0.3164554,0.5614889,-0.2585692,,2.7441918,0.5054345,,2.63061229,0.1079727,0.2912216,1.8171439,-0.01285876,-0.9052316,-0.2038691,0.5754403,,0.53497826,0.4013636,,2.6914704,-0.69482068,0.4563151,-0.8657167,-0.3947468,0.3164554,0.5614889,-0.2585692,,2.76164859,5.978363,,6.08328,5.941263,5.509436,5.502051,5.38144,4.948653,4.98666,5.505558,,5.918435,5.476107,,5.839327,5.340355,4.751972,4.853546,4.33696,4.509995,4.40824,4.32224,,5.139914,4.667434,,5.066419,4.755875,4.521125,4.911424
"mekafs","s",822224,564577,370021,674424,1115851,45001,362680,682583,12450,385389,196761,210480,326113,161454,205278,326113.0,615844,7501,36567.0,66739,4949,59276,35307,5202,97647,85525,67438,69554.0,150002,19051,3,2,5,4,1,2,3,1,2,3,2,5,2,1,3,3,1,1,5,2,3,3,3,5,2,1,1,1,3,1,4,3,2,1,4,1,0,0,2,0,0,0,3,2,0,0,3,0,1,0,0,0,2,0,2.993895584,0.8013884,-0.09811886,1.1253661766,1.31420785,-1.554268349,1.62183248,4.139986536,-1.27822113,3.65680159,0.26768872,0.13443692,3.62375824,0.41724341,0.44616325,1.742975264,4.40582458,-1.194814068,0.5621521,0.7093407308,-0.738679066,2.29365356,-0.20249524,-0.79354933,3.254877905,1.6736823818,0.895627734,0.57278735,2.541870132,-1.145295432,0.1212797,-0.9109531,0.46852665,1.30390332,-1.02534952,-0.6982267,0.56616515,-1.11666914,-0.8008449,0.07205133,-0.92703562,0.3791081,-0.04780094,-1.2148077,-0.449496,1.3077516,-0.8855487,-1.18191999,1.7991521,-0.8531144,-0.5710103,-0.01143318,-0.7436352,0.1498148,1.1654429,-0.6708854,-0.5353731,-0.2585692,1.0833907,-0.7289259,2.8360489,0.1203538,-0.45749779,-0.7067303,0.8889924,-0.8844506,-0.54649709,-0.9052316,0.4303903,-0.6492146,-0.64154245,-0.68567636,2.4834376,0.2598945,-0.8922409,-0.69482068,1.0673133,-0.8657167,1.1654429,-0.6708854,-0.5353731,-0.2585692,1.0833907,-0.74451968,5.91499,5.751723,5.568226,5.828933,6.047606,4.653222,5.559524,5.834155,4.095169,5.585899,5.293939,5.323211,5.513368,5.208049,5.312342,5.513368,5.789471,3.875119,4.563089,4.82438,3.694517,4.772879,4.547861,3.71617,4.989659,4.932093,4.828905,4.842322,5.176097,4.279918
"nidehes","ses",459987,376800,805498,460800,317754,545300,105402,97003,207885,232323,229401,256620,221525,137198,232617,95803.0,94503,198880,9599.0,2500,9005,10798,92203,24003,71199,23300,29998,46500.0,46754,40501,1,3,3,1,2,4,2,2,3,1,2,4,1,2,2,1,1,2,3,4,4,1,4,5,1,1,1,1,2,1,2,2,2,1,1,1,0,0,0,1,5,1,1,1,1,0,0,0,0,0,0,0,1,0,1.019114812,0.04269031,1.97226382,0.3565805703,-0.30870011,0.829392961,-0.1248306,-0.560277129,0.47572578,1.79503519,0.54873426,0.45846677,2.16189411,0.15976286,0.675545,-0.062476786,-0.27200982,0.680127913,-0.35383343,-1.1315826997,-0.592313412,-0.31954234,1.18308936,-0.33701668,1.950670029,-0.7921966613,-0.483635301,-0.07356361,-0.39547915,-0.353139434,-0.9510883,-0.3973956,-0.60972646,-0.6289416,-0.47323824,0.3681559,-0.08531256,-0.53765551,-0.3133741,-0.93666724,-0.92703562,-0.1184713,-0.8508568,-0.62152952,-0.9597347,-0.5079696,-0.8855487,-0.54955516,0.4849888,0.1421857,-0.1142021,-0.97182072,-0.2942441,0.1498148,-0.3947468,-0.6708854,-0.5353731,-0.2585692,0.2187616,-0.7289259,0.5054345,-0.4054023,-0.45749779,-0.7067303,-0.9043198,-0.8844506,-0.54649709,-0.9052316,-0.8381284,0.5754403,2.19079922,-0.07534905,0.4013636,-0.3393067,-0.2949557,-0.69482068,-0.7656813,-0.8657167,-0.3947468,-0.6708854,-0.5353731,-0.2585692,0.2187616,-0.74451968,5.662746,5.576111,5.906064,5.663512,5.502091,5.736635,5.022849,4.986785,5.317823,5.366092,5.360595,5.409291,5.345423,5.137348,5.366641,4.981379,4.975446,5.298591,3.982226,3.39794,3.954484,4.033343,4.964745,4.380266,4.852474,4.367356,4.477092,4.667453,4.669819,4.607466
"pocohs","s",875716,439901,476500,1448417,452203,663200,576143,96448,125200,328374,252697,153312,291022,162898,116712,522007.0,52148,120501,54136.0,44300,4699,37352,89799,36600,65149,43302,22299,67197.0,97203,114701,6,4,6,1,1,1,1,1,1,7,3,7,4,8,5,3,3,5,4,5,8,9,10,6,1,1,1,1,1,1,4,6,3,5,2,1,1,0,1,0,0,1,3,5,2,5,1,0,0,0,0,0,0,0,3.28551398,0.2976449,0.40811288,3.9107960802,-0.03530182,1.391124383,3.07103506,-0.564731937,-0.26633731,2.96331896,0.74932363,-0.26703986,3.1332787,0.43257165,-0.29692992,3.278632525,-0.65204836,-0.087751935,1.158894527,0.0662970835,-0.747700618,1.11184517,1.1245449,-0.03113178,1.652331491,0.0004511912,-0.767260999,0.50670558,1.039767382,2.387092506,1.7298318,0.1161618,1.0076532,-0.6289416,-1.02534952,-1.2314179,-0.73679027,-1.11666914,-1.2883158,2.08948845,-0.43728095,1.3742668,1.55831078,2.93813956,0.5709814,1.3077516,0.3646377,1.34753936,1.1420704,0.6398358,1.713031,2.86972943,2.4021022,0.6531924,-0.3947468,-0.6708854,-0.5353731,-0.2585692,-0.6458675,-0.7289259,2.8360489,1.6976221,0.05718722,2.5520817,-0.3065491,-0.8844506,-0.01285876,-0.9052316,-0.2038691,-0.6492146,-0.64154245,-0.07534905,2.4834376,2.0574978,0.3023295,3.09926591,-0.1546831,-0.8657167,-0.3947468,-0.6708854,-0.5353731,-0.2585692,-0.6458675,-0.74451968,5.942363,5.643355,5.678063,6.160894,5.655333,5.821645,5.76053,4.984293,5.097604,5.516369,5.4026,5.185576,5.463926,5.211916,5.067116,5.717676,4.717238,5.080991,4.733486,4.646404,3.672005,4.572314,4.953272,4.563481,4.813908,4.636508,4.348285,4.82735,4.98768,5.059567
